group,n_cells,share,crps_quantile,crps_gaussian_surrogate,cov_50,cov_80,cov_90
saturated,858803,0.002624347197061069,1.7571488872762502,1.965956275393113,0.1120012389337252,0.14885485961274006,0.19350770782123491
interior,326385626,0.9973756528029389,0.3322913794244869,0.4260855485239403,0.5096523766644062,0.7901939989232246,0.876366310935519
