horizon,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19
1,0.5582760378035754,0.6097474060593622,0.7573237174699299,0.9451300856412834,1.6965261567678436,2.0113279096884757,1.4047066984135645,1.1757358789738288,1.0009867864146487,1.4567435528727435,1.3095577993147485,1.0319811458413166,0.878103083891567,0.9086376069108824,0.8283801331620422,0.7545482453690533,0.6975328607669916,0.5885516322244002,0.654618260008478,0.7315850024052649
2,0.583861321356435,0.5952468807847218,0.7159639180558609,0.7829776711827813,0.9297820875007232,2.2312454151455823,1.9477679667169687,1.085281109168337,0.9672897652042357,1.4142874340683962,1.2632207816477823,0.9920517090742829,0.903545953296314,0.8819524052083367,0.8251947412112314,0.7948709577957123,0.7742812843342157,0.6875294142168866,0.7481101748394191,0.8755390091917771
3,0.6166967158108166,0.586805947003487,0.6738196093601889,0.7919029528379784,0.9838951019192187,1.733822029035542,1.6967012852674477,1.4134137167853402,1.041677736540837,1.3930423369153337,1.2299372880499806,0.9702579540735872,0.9213649555476023,0.9154760167720424,0.8419298813318861,0.832232437275633,0.8171258661327262,0.7236338088435854,0.8111750766316432,1.005089283865123
4,0.6473481420205512,0.56188511127762,0.6146850094475319,0.7826902663203075,1.2670920426107504,1.6600193981713267,1.4827615694437604,1.158483194030777,1.003360172282389,1.4699493568930198,1.247198917201616,1.0399723861664363,0.9668534718654814,0.9410659804966031,0.8527253097407779,0.8502371103429623,0.8146905824770235,0.7104845231167777,0.818323123386633,1.1101743327076545
5,0.7051590293412381,0.5780445865710335,0.7634212933284297,2.4847997332204796,1.2545467045793248,0.969896766316674,0.8439222770576451,0.850139836830601,0.8946983396754437,1.40733796688126,1.1108578444026282,0.8796448735758624,0.886556538375623,0.9020386269954063,0.8533256269098338,0.8404973500640679,0.8209114288040514,0.7356196004518674,0.9264052599582918,1.2921763166602382
6,0.7442242947133255,0.580395451665338,1.012489748179187,1.855658327023852,1.545472810533416,1.2251956008813594,0.8624005878510368,0.8202781485112509,0.8091704010660433,1.279583714005964,1.0688901495101972,0.890172042817821,0.7982222596838631,0.8302665671615012,0.8149370828726838,0.8512135589627567,0.8496341891626024,0.7686732313092433,0.9818777225612663,1.4112441115272922
7,0.7900946474229409,0.5893217369713658,0.6761902652062421,1.5231597863715696,1.7867703296966022,1.5013727396734158,0.8299542171523477,0.7818101739125285,0.8030039057881865,1.2431513812610342,1.0737857718938104,0.8481166696021676,0.8035314185970966,0.9602816852597568,0.8004880754687681,0.8402686827818723,0.8354552654880941,0.7701708944094829,1.0231017709295915,1.5199705821131262
8,0.8162128111145461,0.582823719608698,0.6022141335410013,0.7968887603368346,1.1349640410122046,1.3570466506543999,1.697253425871316,1.1518798966376995,0.9283575439806341,1.3405278491572246,1.0906424521388085,0.8789113698136842,0.872018600129993,0.8463934240637636,0.8176143109555839,0.8331050459562034,0.8108913859556781,0.7682974887001264,1.0544767824848065,1.619480307886794
9,0.8898206139012053,0.8568913931967974,2.3599421327502266,1.0197891266107393,0.8714876705462588,0.926522133154062,0.8366449822846873,0.7366066179134295,0.7881930381137557,1.2705210784307903,0.8639585142179785,0.7752833677979207,0.8596814213108738,0.8235975328027252,0.7785579984963067,0.7870064744330565,0.8165458525501618,0.7983613781242317,1.1692617055873016,1.7713269677774914
10,0.9081376111174383,0.6075183292492815,0.6111162136246909,0.7255504897800735,1.528350177751163,1.4275298160278524,1.3152226757336292,1.0377765613385403,0.7932845206474233,1.223110467786199,0.9492720345925929,0.799847169513257,0.8144885260797632,0.956592712875846,0.7820965452717455,0.7973330590222033,0.8167993524297966,0.8342132107750391,1.2124098845076667,1.8593506418757983
11,0.9550785944675334,0.613603712085973,1.2334000705781447,1.802690955916726,1.3377352191765532,0.9261237882980098,0.7814051179068289,0.7200966310329862,0.7248370310470452,1.2677299908320507,0.9008588209226992,0.7203232226686391,0.7077834355592056,0.7827762547930246,0.7895366677408312,0.8035634624592376,0.8169336564152405,0.8500958572740486,1.2705649611826642,1.994862549642558
12,0.9543396680506535,0.5894434564907829,0.8688990594039419,2.1726533883139405,1.209236778978396,0.8905116425186503,0.8250249738135927,0.7842884331577704,0.7779446186313471,1.1892458334520044,0.8484640468607006,0.7146584605901427,0.7101120601795392,0.7845487938789591,0.8049758766540422,0.8234231606456709,0.8361200410947018,0.8841665063642007,1.2851656307195518,2.0467775702014115
13,0.9859295615828524,0.5942516950683099,0.7612648303446974,2.8067714485887074,1.0177819498532605,0.7489270486485702,0.6884914357323209,0.6765286668357708,0.6800585270905274,1.1392958556136592,0.8695208486553595,0.7192578203935446,0.7289691183930046,0.7415034681364938,0.7628819859116475,0.7996792455578933,0.8430636259402069,0.9103261447283133,1.3368481373121215,2.1886485856127385
14,1.0122982719552789,0.5903886302230359,0.7172527149614087,2.5340190771146993,1.2419635582855506,0.8086390665981469,0.7078946076763357,0.7046104308760912,0.7256018541441747,1.1381634495268378,0.8225935841270633,0.6749234847889795,0.6638090256221125,0.7533341041926289,0.7476511129155319,0.7851554058807748,0.813656598856201,0.8862088792498739,1.3379118255301556,2.333924317475119
15,1.0481132061943985,0.5895249055695566,0.5462426347499353,0.8349878330404704,1.77177315199609,1.8090359042096553,0.9441376447154235,0.7761058318312839,0.7360069022203314,1.0400831562986572,0.819840925013447,0.6997313027571072,0.6422289003457977,0.7186019200120994,0.7320748947055934,0.7739247374517075,0.7971952786627311,0.8949022692362524,1.3918204734423836,2.4336681275470786
16,1.0484308356538943,0.6292237602196733,1.1347080356329657,1.9981637046812353,0.8724007294022351,0.7834927205114341,0.741193591957197,0.8018339699131267,0.8021176694009562,1.1008005208908629,0.779017089793601,0.7180620069413358,0.6982293973905073,0.7321074569945295,0.7494394803493534,0.7660847339057707,0.8068506450093889,0.9089437038673434,1.4166278130141328,2.512272134470457
