,chronos_raw__pf_full,ffnn_large_b50__pf_full__seed60,ffnn_large_b50__pf_full__seed61,ffnn_large_b50__pf_full__seed62,ffnn_large_b50__pf_full__seed63,ffnn_large_b50__pf_full__seed64,ffnn_linear_b50__pf_full__seed60,ffnn_linear_b50__pf_full__seed61,ffnn_linear_b50__pf_full__seed62,ffnn_linear_b50__pf_full__seed63,ffnn_linear_b50__pf_full__seed64,forma_fgrid__pf_full__seed60,forma_fgrid__pf_full__seed61,forma_fgrid__pf_full__seed62,forma_fgrid__pf_full__seed63,forma_fgrid__pf_full__seed64,forma_lap05_fgrid__pf_full__seed60,forma_lap05_fgrid__pf_full__seed61,forma_lap05_fgrid__pf_full__seed62,forma_lap05_fgrid__pf_full__seed63,forma_lap05_fgrid__pf_full__seed64
r2,0.1548586823624455,0.2408722198712081,0.2360669595187881,0.23960079546998625,0.24023591002450406,0.23732008565457763,0.249917543927202,0.24963072289954313,0.24991845265164392,0.24963477408629686,0.2497005983344388,0.2725075439931005,0.28266661480217414,0.28505814304707666,0.2745983186255434,0.2769825561713033,0.23946566261491997,0.2535787198670133,0.2533388219840885,0.24385506649548672,0.24836704820600208
