,chronos_raw__pf_full,ffnn_large_b50__pf_full__seed60,ffnn_large_b50__pf_full__seed61,ffnn_large_b50__pf_full__seed62,ffnn_large_b50__pf_full__seed63,ffnn_large_b50__pf_full__seed64,ffnn_linear_b50__pf_full__seed60,ffnn_linear_b50__pf_full__seed61,ffnn_linear_b50__pf_full__seed62,ffnn_linear_b50__pf_full__seed63,ffnn_linear_b50__pf_full__seed64,forma_fgrid__pf_full__seed60,forma_fgrid__pf_full__seed61,forma_fgrid__pf_full__seed62,forma_fgrid__pf_full__seed63,forma_fgrid__pf_full__seed64,forma_lap05_fgrid__pf_full__seed60,forma_lap05_fgrid__pf_full__seed61,forma_lap05_fgrid__pf_full__seed62,forma_lap05_fgrid__pf_full__seed63,forma_lap05_fgrid__pf_full__seed64
nll,48328.84280723709,0.8674843938744456,0.8711765579293186,0.8700862434872756,0.8690526122162915,0.87065852491029,0.9955624392519916,0.9961729676568548,0.9957356824556006,0.9959712590940966,0.9956430361043224,0.7414283094842102,0.7461915363087839,0.7399236456657272,0.774199304857223,0.7826736594262552,0.2323649651846605,0.23739296344225327,0.23583851536201056,0.25179431069071884,0.23762825917052996
