,chronos_raw__pf_full,ffnn_large_b50__pf_full__seed60,ffnn_large_b50__pf_full__seed61,ffnn_large_b50__pf_full__seed62,ffnn_large_b50__pf_full__seed63,ffnn_large_b50__pf_full__seed64,ffnn_linear_b50__pf_full__seed60,ffnn_linear_b50__pf_full__seed61,ffnn_linear_b50__pf_full__seed62,ffnn_linear_b50__pf_full__seed63,ffnn_linear_b50__pf_full__seed64,forma_fgrid__pf_full__seed60,forma_fgrid__pf_full__seed61,forma_fgrid__pf_full__seed62,forma_fgrid__pf_full__seed63,forma_fgrid__pf_full__seed64,forma_lap05_fgrid__pf_full__seed60,forma_lap05_fgrid__pf_full__seed61,forma_lap05_fgrid__pf_full__seed62,forma_lap05_fgrid__pf_full__seed63,forma_lap05_fgrid__pf_full__seed64
crps,0.43011756114955957,0.3521027482827506,0.35295673663693206,0.3523669431772764,0.3522696078458552,0.35240901872760877,0.36941810218810006,0.3694917977519396,0.369278553240622,0.36955278497302413,0.3695335392183883,0.3252933461654271,0.32338239699718907,0.32063170954949394,0.3196596244023599,0.32141273736801385,0.29725947267298886,0.29456458084676157,0.29586751761058494,0.29577280542377893,0.2954709576440602
