,ffnn_large_b50__pf_full,ffnn_linear_b50__pf_full,forma_fgrid__pf_full,forma_lap05_fgrid__pf_full
mixture_nll,0.8421703257436958,0.9915781407354056,0.6604921069906831,0.1599192500934292
