horizon,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19
11,0.5130935847916844,0.45781423785967723,0.5808110100875764,0.7434471565775238,0.970909110103837,1.2467985884886041,1.4914312956780091,1.703058871210593,1.863269457237073,1.9108897493935135,1.6926549677576839,1.3249340792146334,1.0547737643449564,0.8537213234444967,0.7177354431932838,0.6217970596387898,0.547570274627775,0.4894804189421853,0.4579043595329483,0.7579052478751562
12,0.5217681717741092,0.4724014001062985,0.597806718641451,0.7600259858502538,0.9894368219180906,1.2689889036771724,1.5063625486036967,1.7080363772827736,1.851866512133107,1.8945669920360677,1.66817739763644,1.3040146896311873,1.0400260995102641,0.8496733365048001,0.7130037823011671,0.6158879116697838,0.5441565505402782,0.486467487190616,0.4543876101073089,0.7529447028851338
13,0.5332863242939216,0.4854965890912959,0.6126510219412461,0.7756129037024986,1.0028595074492668,1.287378512059345,1.520929234317965,1.7165102591443002,1.8505585146481882,1.8723636269091062,1.6529393161676453,1.2885133091554635,1.0253867633168054,0.8290752302860894,0.7014983852492549,0.6086625029093117,0.5380652978141842,0.48444822617203176,0.4564672525649167,0.7572972228071633
14,0.5433106384978679,0.50304677465452,0.632038028611432,0.7980492133534198,1.0330697919190135,1.3241685876465943,1.5370306744269058,1.6937800494092543,1.8165982008029058,1.8559206485394,1.627221212016465,1.2689369263425259,1.01708727724999,0.8225188457491146,0.6953198755864718,0.602760706326539,0.5349672484210979,0.48225082099030214,0.4571530987645387,0.7547713806916418
15,0.5546379613514605,0.5163714529009272,0.6452914889244555,0.8115995580151859,1.0542534774304655,1.3437880960396986,1.5363825032759812,1.691021340084009,1.8031431758651115,1.855578496039578,1.5935815147043875,1.252545899395399,1.0029577602017294,0.814286304032934,0.6895397807841661,0.6003956610863103,0.5345401954939798,0.48504369245240975,0.45971884712332145,0.7553227947984898
16,0.5718513523202704,0.529201862649916,0.6628785808824527,0.8381723086820958,1.0773123736771835,1.3532496574871278,1.5316919845205499,1.69536953602344,1.8061224054771055,1.8233660634176874,1.5811053040564762,1.2321316799699247,0.9931249382314128,0.8103790604973655,0.6816849114117343,0.5945984702706578,0.5310296314813415,0.481715529252634,0.45803514850621757,0.7469792011844066
17,0.5775301950862132,0.5481596533994898,0.6868596905990154,0.864544438229538,1.0958860888569235,1.3535559468685168,1.5264703927823602,1.6899227049278216,1.7764371453487882,1.8327097038448583,1.5581737722174391,1.220108472868337,0.9880115517155553,0.8004265480205331,0.6773190871656569,0.5930083365027721,0.5272213311283357,0.4794872530524904,0.4578541472893594,0.7463135400959963
18,0.5980693746978021,0.5676968981034874,0.7063410200009921,0.8824366004285855,1.1192282087645085,1.3706366663596183,1.530473870020039,1.6829992748936042,1.7652966575935578,1.7902249314455598,1.5684483229257453,1.2019844768521002,0.9732554172938381,0.7928088610768352,0.6704248030251345,0.588776945598125,0.5230112464035701,0.4772542997729529,0.45369762084797294,0.7369345038959707
19,0.5876830707064258,0.5722930053500783,0.7195680211892719,0.8912440406281409,1.123050914638607,1.3846589707472599,1.537836053595663,1.6897557549808666,1.7713348061898992,1.7773929374709874,1.5658957002963003,1.201138027764366,0.9622692454514137,0.7845900719181408,0.6676039390267531,0.58269433437923,0.5215667966167749,0.47582577729539727,0.4525048093954238,0.7310937223590002
20,0.5866877708890196,0.5763777475755935,0.7291722930805693,0.9140392226132934,1.1388524743326038,1.3864280677884946,1.5344289086484488,1.6843731432834121,1.7693076627742832,1.7834150592762474,1.5285020138303946,1.191524832375444,0.9685582609381136,0.789948511926051,0.670448954983336,0.5836038878094284,0.519032120558296,0.4746096059490842,0.4483108349768544,0.722378626391032
